,SeniorCitizen,tenure,MonthlyCharges,genderdummies,Dependentsdummi,PhoneServicedmi,internetservice,DeviceProtection,TechSupport,CableService,oneyear,twoyear,PaperlessBilling,Credit card (automatic),Electronic check,Mailed check,Churn,TotalCharges
3844,0,35,85.95,0,0,1,1,1,1,1,1,0,1,1,0,0,1,3110.1
3845,0,4,73.9,1,0,1,1,1,0,0,0,0,1,0,1,0,1,280.85
3846,0,8,45.45,0,1,1,1,0,0,0,0,0,1,0,1,0,0,411.75
3847,0,10,20.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,198.6
3848,0,2,49.2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,103.7
3849,0,58,109.45,0,0,1,1,1,0,1,0,1,1,0,0,0,1,6144.55
3850,0,51,83.25,1,0,1,1,1,1,1,0,1,1,1,0,0,0,4089.45
3851,0,46,19.25,0,1,1,0,0,0,0,0,1,1,0,0,1,0,864.2
3852,0,1,19.65,1,0,1,0,0,0,0,0,0,1,0,0,0,0,19.65
3853,0,46,72.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3249.4
3854,0,50,109.65,0,0,1,1,0,1,1,0,0,1,0,0,0,0,5405.8
3855,0,53,65.0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,3363.8
3856,0,61,114.1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,7132.15
3857,0,5,20.65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,93.55
3858,0,47,86.95,1,0,1,1,1,1,1,1,0,1,0,0,0,0,4138.9
3859,0,54,94.75,0,0,1,1,1,0,1,1,0,1,0,0,0,0,5121.75
3860,0,19,25.35,1,1,0,1,0,0,0,0,0,1,1,0,0,0,566.1
3861,0,26,105.45,0,1,1,1,1,1,1,0,1,1,0,1,0,0,2715.3
3862,0,70,25.4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1782.05
3863,0,17,102.55,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1742.5
3864,0,30,100.2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,2983.8
3865,0,1,24.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,24.0
3866,0,19,25.6,0,1,1,0,0,0,0,0,1,0,0,0,1,0,485.9
3867,0,26,73.5,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1905.7
3868,0,21,74.05,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1565.7
3869,0,50,98.25,1,0,1,1,0,0,1,1,0,1,0,1,0,0,4858.7
3870,0,68,54.4,0,0,0,1,1,0,1,1,0,1,0,1,0,0,3723.65
3871,0,3,101.55,1,0,1,1,1,0,1,0,0,1,0,0,0,1,298.35
3872,0,9,103.1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,970.45
3873,0,51,34.2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1782.0
3874,0,9,43.75,0,0,1,1,0,0,0,0,0,1,0,1,0,0,405.7
3875,1,41,111.95,1,1,1,1,1,1,1,1,0,1,0,1,0,1,4534.9
3876,0,22,100.65,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2415.95
3877,0,21,55.95,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1157.05
3878,0,71,116.05,1,1,1,1,1,1,1,0,1,1,0,0,0,0,8297.5
3879,0,1,45.75,1,0,1,1,0,0,0,0,0,0,0,1,0,1,45.75
3880,0,26,82.0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,2083.1
3881,0,71,65.15,1,0,1,1,0,1,0,0,1,0,0,0,0,0,4681.75
3882,0,4,44.8,1,0,1,1,0,0,0,0,0,1,1,0,0,0,176.2
3883,0,12,79.8,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1001.2
3884,0,18,88.85,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1594.75
3885,0,3,74.95,0,0,1,1,0,0,0,0,0,1,0,1,0,0,212.4
3886,1,72,106.85,0,0,1,1,0,0,1,1,0,1,0,0,0,0,7677.4
3887,0,11,74.95,1,0,1,1,0,0,0,0,0,0,0,1,0,1,815.5
3888,0,1,80.15,0,0,1,1,0,0,1,0,0,0,1,0,0,1,80.15
3889,0,13,19.3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,259.65
3890,0,72,109.25,0,0,1,1,1,1,1,1,0,1,0,1,0,1,8109.8
3891,0,42,56.1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2386.85
3892,0,17,19.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,340.35
3893,1,7,51.3,0,0,1,1,0,0,0,0,0,1,0,0,1,0,419.35
3894,0,68,118.6,0,0,1,1,1,1,1,0,1,0,0,0,1,0,7990.05
3895,0,56,24.15,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1402.25
3896,0,38,20.3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,749.35
3897,0,72,115.5,0,1,1,1,1,1,1,0,1,1,0,1,0,0,8425.15
3898,0,48,25.05,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1171.5
3899,1,52,109.1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,5647.95
3900,0,35,19.65,0,1,1,0,0,0,0,1,0,0,0,0,1,0,708.8
3901,0,67,111.3,1,0,1,1,1,1,1,0,1,1,0,0,0,0,7567.2
3902,0,1,29.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29.9
3903,0,53,80.6,1,0,1,1,0,1,0,0,0,1,0,0,1,0,4348.1
3904,0,34,20.8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,635.9
3905,0,3,35.2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,108.95
3906,0,1,78.8,0,0,1,1,0,0,1,0,0,0,0,1,0,1,78.8
3907,0,19,89.95,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1682.4
3908,1,60,116.05,0,0,1,1,1,1,1,0,1,1,0,0,0,0,6925.9
3909,0,11,19.55,1,0,1,0,0,0,0,0,1,0,1,0,0,0,223.15
3910,0,47,106.4,0,0,1,1,1,0,1,0,0,1,0,1,0,1,5127.95
3911,0,18,49.4,1,0,1,1,0,0,0,0,0,0,0,1,0,1,874.8
3912,0,60,115.25,0,1,1,1,1,1,1,0,1,0,1,0,0,0,6758.45
3913,0,72,24.8,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1874.3
3914,0,39,19.9,1,0,1,0,0,0,0,1,0,0,0,0,1,0,791.15
3915,0,59,81.25,0,0,1,1,1,0,0,1,0,1,1,0,0,0,4639.45
3916,0,2,69.95,1,1,1,1,0,0,0,0,0,0,0,0,1,0,143.9
3917,1,1,69.1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,69.1
3918,0,20,90.2,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1776.55
3919,0,6,93.55,0,0,1,1,0,0,1,0,0,1,0,0,0,1,536.4
3920,0,71,86.4,1,0,1,1,1,1,0,0,1,1,1,0,0,0,6172.0
3921,0,24,66.3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1559.45
3922,1,67,94.65,1,0,1,1,0,0,1,0,0,1,1,0,0,0,6079.0
3923,0,1,80.85,1,0,1,1,0,0,1,0,0,1,0,0,1,1,80.85
3924,0,48,82.05,0,1,1,1,0,0,1,1,0,1,0,0,1,1,4029.95
3925,0,37,72.1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,2658.4
3926,0,11,34.7,1,0,0,1,1,0,0,0,0,0,0,0,1,0,383.55
3927,0,3,20.55,1,0,1,0,0,0,0,0,0,1,1,0,0,1,51.15
3928,0,18,95.95,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1745.5
3929,0,50,44.8,1,1,1,1,0,0,0,1,0,1,0,0,0,0,2230.85
3930,0,67,109.4,0,1,1,1,1,1,1,1,0,1,0,1,0,0,7281.6
3931,0,25,71.05,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1837.7
3932,1,2,78.55,0,0,1,1,1,0,0,0,0,1,0,1,0,1,149.55
3933,0,9,19.7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,180.7
3934,0,10,40.25,0,1,0,1,0,1,0,1,0,0,0,0,1,0,411.45
3935,0,70,19.85,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1328.35
3936,0,9,68.25,1,0,1,1,1,1,1,0,0,1,0,0,0,0,576.95
3937,0,4,20.15,0,0,1,0,0,0,0,0,0,1,1,0,0,0,68.45
3938,0,2,50.95,0,0,1,1,0,0,0,0,0,0,0,0,1,0,123.05
3939,0,1,78.65,0,1,1,1,0,0,1,0,0,0,0,1,0,1,78.65
3940,0,19,25.15,1,0,0,1,0,0,0,0,0,1,0,0,0,0,468.35
3941,0,7,20.25,1,1,1,0,0,0,0,0,0,1,0,0,0,0,174.7
3942,0,1,42.9,1,0,1,1,0,0,0,0,0,1,0,1,0,1,42.9
3943,1,1,44.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,44.0
3944,0,9,20.25,0,1,1,0,0,0,0,1,0,0,0,0,1,0,172.35
3945,0,3,34.25,0,0,0,1,0,1,0,0,0,0,0,0,1,1,139.35
3946,0,9,58.5,0,0,0,1,1,1,1,0,0,0,0,0,1,1,539.85
3947,0,5,55.8,0,0,1,1,1,0,0,0,0,0,1,0,0,0,300.4
3948,0,56,88.9,0,1,1,1,0,0,1,1,0,0,0,0,0,0,4968.0
3949,0,18,57.65,0,1,1,1,0,0,0,0,0,0,0,0,1,0,992.7
3950,1,49,96.2,1,0,1,1,0,0,1,0,0,1,0,1,0,1,4718.25
3951,0,70,79.15,1,0,1,1,1,1,1,0,1,0,0,0,1,0,5536.5
3952,0,72,108.05,0,0,1,1,1,1,1,0,1,1,1,0,0,0,7806.6
3953,1,6,74.4,0,0,1,1,1,0,0,0,0,0,0,1,0,1,434.1
3954,1,17,94.8,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1563.9
3955,0,29,45.9,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1332.4
3956,0,6,105.3,0,0,1,1,1,0,1,0,0,1,0,1,0,1,545.2
3957,0,63,102.6,1,0,1,1,1,0,1,0,1,0,0,1,0,0,6296.75
3958,0,16,73.85,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1284.2
3959,0,59,61.35,1,0,1,1,1,0,1,1,0,1,0,0,0,0,3645.5
3960,0,3,57.55,0,0,1,1,1,0,1,0,0,0,0,1,0,0,161.45
3961,0,8,29.25,0,0,0,1,0,0,0,0,0,1,0,0,1,0,226.95
3962,1,7,84.55,0,0,1,1,0,0,1,0,0,1,0,1,0,1,646.85
3963,0,68,19.6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1441.65
3964,0,68,111.75,0,1,1,1,1,1,1,0,1,0,1,0,0,0,7511.3
3965,1,52,106.5,0,0,1,1,1,0,1,1,0,1,0,1,0,0,5621.85
3966,0,72,107.7,1,1,1,1,0,1,1,0,1,1,1,0,0,0,7919.8
3967,0,32,19.3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,593.2
3968,0,72,20.05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1423.65
3969,0,1,69.95,1,1,1,1,0,0,0,0,0,1,1,0,0,0,69.95
3970,0,42,63.7,1,1,1,1,0,1,1,1,0,0,1,0,0,0,2763.35
3971,0,25,24.75,0,0,1,0,0,0,0,0,1,0,1,0,0,1,692.1
3972,0,45,50.9,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2298.55
3973,0,43,60.4,0,1,0,1,1,1,1,1,0,1,1,0,0,0,2640.55
3974,0,37,79.25,1,0,1,1,1,0,1,1,0,0,0,0,1,0,2911.8
3975,1,20,85.8,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1727.5
3976,0,4,24.45,0,0,0,1,0,0,0,0,0,1,0,1,0,1,86.6
3977,0,63,110.1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,6705.7
3978,0,3,90.7,1,0,1,1,0,0,1,0,0,0,0,0,1,0,237.65
3979,0,66,25.3,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1672.35
3980,0,28,105.7,1,0,1,1,1,0,1,0,0,1,0,1,0,1,2979.5
3981,1,8,85.2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,695.75
3982,0,71,24.35,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1654.6
3983,0,1,24.25,1,0,0,1,0,0,0,0,0,1,0,1,0,1,24.25
3984,0,72,25.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1857.85
3985,1,16,54.55,1,0,1,1,0,0,0,0,0,1,0,0,0,0,825.1
3986,0,66,96.6,1,0,1,1,1,1,0,0,1,0,0,0,1,0,6424.25
3987,0,11,76.5,0,0,1,1,0,0,0,0,0,1,0,1,0,1,837.95
3988,0,51,81.15,1,0,1,1,1,1,1,1,0,1,1,0,0,0,4126.2
3989,0,8,38.5,0,1,0,1,0,0,1,0,0,1,0,1,0,0,330.8
3990,0,14,92.9,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1337.45
3991,0,4,93.5,0,0,1,1,0,1,1,0,0,1,0,1,0,1,362.2
3992,0,70,84.7,0,0,1,1,1,0,1,0,1,0,0,0,1,0,5991.05
3993,0,70,66.0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,4891.5
3994,1,54,101.5,0,0,1,1,0,0,1,1,0,1,1,0,0,1,5373.1
3995,0,28,74.9,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2068.55
3996,0,24,20.75,1,0,1,0,0,0,0,0,1,0,0,0,1,0,487.05
3997,0,69,61.45,0,0,1,1,0,0,1,0,1,1,1,0,0,0,4131.2
3998,0,42,54.5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2301.15
3999,1,2,69.6,0,0,1,1,0,0,0,0,0,1,0,1,0,1,131.65
4000,1,39,99.75,0,0,1,1,1,0,1,0,0,1,0,1,0,0,4036.0
4001,0,45,109.75,1,1,1,1,1,1,1,0,1,1,0,0,0,0,4900.65
4002,0,72,80.85,1,1,1,1,1,1,1,0,1,1,0,0,0,0,5727.45
4003,0,38,20.3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,743.05
4004,0,72,67.8,1,0,1,1,1,1,0,0,1,1,0,0,0,0,4804.65
4005,0,1,24.05,1,0,1,0,0,0,0,0,0,1,0,0,1,1,24.05
4006,0,72,19.8,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1414.65
4007,0,55,25.7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1443.65
4008,0,51,56.15,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2898.95
4009,0,63,86.7,1,0,1,1,1,1,1,0,1,1,0,0,0,0,5309.5
4010,0,1,20.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20.4
4011,0,23,19.65,0,1,1,0,0,0,0,0,1,1,0,0,1,0,451.55
4012,0,1,50.55,0,0,1,1,0,0,0,0,0,0,0,1,0,1,50.55
4013,0,2,54.35,0,0,1,1,0,1,0,0,0,1,0,0,1,0,117.05
4014,1,52,108.1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,5839.3
4015,0,36,54.45,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1893.5
4016,0,1,45.35,0,0,1,1,0,0,0,0,0,0,0,0,1,0,45.35
4017,0,28,59.0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1654.45
4018,0,7,69.45,0,1,1,1,1,0,1,1,0,0,0,1,0,0,477.05
4019,0,14,100.55,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1415.55
4020,1,72,64.95,1,0,0,1,1,1,1,0,1,1,1,0,0,0,4546.0
4021,0,1,20.5,0,1,1,0,0,0,0,0,0,1,0,0,1,1,20.5
4022,0,10,18.85,0,0,1,0,0,0,0,0,0,0,0,0,1,0,163.2
4023,0,42,19.8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,849.9
4024,0,7,25.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,189.95
4025,0,4,74.8,1,0,1,1,1,0,0,0,0,1,0,0,0,1,321.9
4026,0,72,114.3,1,1,1,1,1,1,1,0,1,1,1,0,0,0,8058.55
4027,0,20,24.45,0,0,0,1,0,0,0,0,0,1,0,1,0,1,482.8
4028,0,63,109.2,1,0,1,1,1,1,1,0,1,0,1,0,0,0,7049.75
4029,0,56,45.05,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2560.1
4030,0,5,51.0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,286.8
4031,0,72,110.45,0,0,1,1,1,1,1,0,1,1,0,0,0,0,7982.5
4032,1,68,84.65,1,1,1,1,1,0,0,0,0,1,0,1,0,0,5683.6
4033,0,67,60.05,1,1,1,1,0,1,0,1,0,0,0,0,1,0,3994.05
4034,0,8,44.65,1,1,1,1,0,0,0,0,0,0,0,0,0,0,369.15
4035,0,52,93.25,1,1,1,1,0,1,1,0,0,1,0,0,0,0,4631.7
4036,0,18,20.25,0,1,1,0,0,0,0,0,0,1,0,0,1,0,401.95
4037,0,59,25.45,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1534.05
4038,0,60,20.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1093.0
4039,0,7,94.1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,701.3
4040,0,59,34.8,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1980.3
4041,0,46,60.75,1,0,0,1,1,1,1,0,1,1,0,0,0,0,2893.4
4042,0,5,51.35,1,0,1,1,0,0,0,0,0,1,0,1,0,0,262.3
4043,1,59,64.05,1,0,0,1,1,1,1,0,1,1,1,0,0,0,3886.85
4044,0,70,84.8,0,0,1,1,1,1,1,0,1,1,0,0,0,0,5917.55
4045,0,14,71.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,914.0
4046,0,44,50.15,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2139.1
4047,0,64,94.6,0,0,1,1,1,0,1,0,1,1,1,0,0,0,5948.7
4048,0,58,59.75,0,1,0,1,1,1,1,0,1,0,0,0,1,0,3624.35
4049,1,46,100.25,0,0,1,1,0,1,1,1,0,0,0,1,0,0,4753.85
4050,1,58,98.9,1,0,1,1,0,0,1,0,0,1,0,1,0,0,5780.7
4051,0,72,97.7,0,0,1,1,0,0,1,0,1,1,1,0,0,0,6869.7
4052,1,30,40.3,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1172.95
4053,1,11,60.25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,662.95
4054,1,34,56.25,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1765.95
4055,0,54,46.2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2431.95
4056,0,3,50.6,0,0,0,1,0,0,1,0,0,1,0,1,0,1,155.35
4057,0,72,24.9,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1859.2
4058,0,40,84.85,0,1,1,1,1,1,0,0,0,1,0,1,0,1,3303.05
4059,0,2,65.7,0,1,1,1,0,0,1,0,0,0,0,0,1,1,134.35
4060,0,54,63.35,1,1,1,1,1,0,1,0,1,0,1,0,0,0,3409.1
4061,0,14,50.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,709.5
4062,0,1,70.5,0,0,1,1,0,0,0,0,0,0,0,1,0,1,70.5
4063,0,10,94.85,0,0,1,1,1,0,1,0,0,1,0,1,0,1,953.45
4064,0,1,50.15,0,0,1,1,0,0,0,0,0,0,0,1,0,0,50.15
4065,0,1,19.75,1,0,1,0,0,0,0,0,0,0,0,0,1,1,19.75
4066,0,56,64.65,1,0,1,1,0,1,0,1,0,1,0,0,0,0,3665.55
4067,0,68,79.6,0,0,1,1,0,1,1,0,1,1,0,0,0,0,5515.8
4068,0,14,19.5,0,1,1,0,0,0,0,1,0,1,0,0,1,0,272.0
4069,0,68,99.55,1,1,1,1,0,1,1,0,1,1,0,1,0,0,6668.0
4070,1,55,74.0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,4052.4
4071,0,16,38.9,0,0,0,1,0,0,1,0,0,1,0,1,0,0,664.4
4072,1,9,79.55,1,0,1,1,0,0,1,0,0,1,0,1,0,0,718.55
4073,0,14,65.45,1,1,1,1,0,0,1,0,0,1,0,1,0,1,937.6
4074,1,58,98.7,1,0,1,1,1,0,1,0,0,1,0,1,0,1,5812.6
4075,0,53,46.3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2546.85
4076,0,70,99.35,1,0,1,1,1,0,1,0,1,1,1,0,0,0,6944.5
4077,1,14,95.8,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1346.3
4078,0,22,67.5,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1544.05
4079,0,10,78.15,0,0,1,1,0,0,0,0,0,1,1,0,0,0,765.15
4080,0,29,26.1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,692.55
4081,0,1,69.6,0,0,1,1,0,0,0,0,0,1,0,1,0,1,69.6
4082,0,49,84.35,1,0,1,1,1,1,1,1,0,0,0,1,0,1,4059.35
4083,1,68,100.2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,6851.65
4084,0,1,78.05,0,0,1,1,0,0,1,0,0,0,0,1,0,1,78.05
4085,0,30,40.35,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1187.05
4086,0,72,79.2,0,0,1,1,1,1,1,0,1,0,1,0,0,0,5401.9
4087,0,10,20.9,0,0,1,0,0,0,0,0,0,1,0,0,1,0,247.0
4088,0,7,73.6,1,0,1,1,0,0,0,0,0,0,0,1,0,1,520.0
4089,0,9,74.75,0,0,1,1,0,0,0,0,0,1,0,1,0,1,706.6
4090,0,1,49.9,0,1,1,1,0,0,0,0,0,0,0,0,1,0,49.9
4091,0,20,68.9,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1370.35
4092,0,1,20.25,0,0,1,0,0,0,0,0,0,1,0,0,1,0,20.25
4093,0,29,76.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2215.25
4094,0,1,74.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,74.0
4095,0,3,82.3,1,0,1,1,0,1,0,0,0,1,0,0,1,0,214.4
4096,0,20,89.4,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1871.15
4097,0,64,99.15,1,1,1,1,0,1,1,0,0,1,1,0,0,0,6171.2
4098,0,1,20.2,1,0,1,0,0,0,0,0,0,1,0,0,1,1,20.2
4099,0,6,29.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,161.45
4100,0,50,19.8,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1013.2
4101,0,6,59.15,1,0,1,1,0,0,1,0,0,1,0,0,0,0,336.7
4102,0,7,44.75,1,1,1,1,0,0,0,0,0,0,0,1,0,0,333.65
4103,0,72,90.8,1,1,1,1,1,0,1,0,1,1,1,0,0,0,6511.8
4104,0,8,49.55,1,0,1,1,0,0,0,0,0,1,0,0,0,0,393.45
4105,0,67,106.7,0,1,1,1,0,1,1,0,1,0,1,0,0,0,7009.5
4106,1,24,93.55,0,0,1,1,0,0,1,0,0,1,0,1,0,1,2264.05
4107,0,72,94.45,0,0,1,1,0,0,1,0,1,1,1,0,0,0,6921.7
4108,0,33,19.45,1,1,1,0,0,0,0,1,0,1,0,0,0,0,600.25
4109,0,2,25.05,1,0,0,1,0,0,0,0,0,1,0,1,0,1,56.35
4110,0,70,67.95,1,0,1,1,0,1,1,0,1,0,0,0,1,0,4664.15
4111,0,22,65.25,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1441.8
4112,0,59,99.45,0,0,1,1,1,0,1,0,0,1,0,0,0,0,5623.7
4113,0,36,20.35,1,0,1,0,0,0,0,1,0,1,1,0,0,0,695.85
4114,0,51,19.95,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1028.75
4115,0,53,77.4,1,0,1,1,1,1,1,1,0,0,0,0,0,0,4155.95
4116,0,20,19.7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,395.6
4117,0,63,99.7,1,0,1,1,1,0,1,0,1,0,1,0,0,0,6330.4
4118,0,40,74.8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2971.7
4119,0,35,19.15,1,0,1,0,0,0,0,1,0,1,0,0,1,0,638.0
4120,0,26,78.95,1,1,1,1,0,0,1,1,0,0,0,0,0,0,2034.25
4121,1,27,95.55,1,0,1,1,1,0,1,0,0,1,0,1,0,1,2510.2
4122,0,53,62.85,1,1,1,1,0,1,0,1,0,0,1,0,0,0,3419.5
4123,1,34,71.55,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2427.35
4124,1,19,94.95,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1760.25
4125,0,43,86.1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,3551.65
4126,0,6,19.55,1,1,1,0,0,0,0,0,0,0,0,0,1,0,122.9
4127,0,56,24.8,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1424.2
4128,0,57,39.3,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2111.45
4129,0,34,84.05,1,1,1,1,1,0,1,0,0,1,0,0,1,0,2909.95
4130,0,10,36.25,0,0,0,1,0,1,0,0,0,0,0,1,0,0,374.0
4131,0,1,20.25,0,0,1,0,0,0,0,0,0,1,0,0,1,1,20.25
4132,0,13,23.9,0,0,0,1,0,0,0,0,0,1,0,1,0,1,300.8
4133,0,56,98.6,1,0,1,1,0,0,1,0,0,0,0,1,0,0,5581.05
4134,0,55,103.65,0,0,1,1,1,0,1,0,0,1,1,0,0,0,5676.65
4135,0,36,92.9,0,1,1,1,1,1,1,0,1,1,1,0,0,0,3379.25
4136,0,47,19.9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,942.95
4137,0,12,20.1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,232.4
4138,0,1,85.45,0,0,1,1,1,0,1,0,0,1,0,1,0,1,85.45
4139,1,24,80.5,1,0,1,1,0,0,0,0,0,1,0,1,0,0,2088.45
4140,0,63,99.9,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6137.0
4141,1,35,39.85,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1434.6
4142,0,67,60.5,0,0,1,1,0,1,0,1,0,0,1,0,0,0,3870.0
4143,0,25,84.8,1,0,1,1,0,0,1,0,0,1,0,1,0,1,2043.45
4144,0,21,103.85,1,0,1,1,1,0,1,0,0,0,0,0,1,0,2215.0
4145,0,13,67.8,0,0,1,1,0,1,1,0,0,0,0,0,0,0,842.25
4146,0,35,75.2,1,0,1,1,0,0,0,0,0,1,0,1,0,1,2576.2
4147,1,71,24.85,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1901.0
4148,0,29,19.35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,601.6
4149,0,71,49.35,1,0,0,1,0,0,1,0,1,0,0,1,0,1,3515.25
4150,1,7,89.0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,605.45
4151,1,57,55.0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,3094.05
4152,0,65,76.15,1,0,1,1,1,1,1,0,1,0,0,0,0,0,4929.55
4153,0,27,20.3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,595.05
4154,0,6,74.9,1,0,1,1,0,0,0,0,0,1,0,1,0,1,469.8
4155,1,72,117.35,0,0,1,1,1,1,1,0,1,1,1,0,0,0,8436.25
4156,0,1,19.75,1,0,1,0,0,0,0,0,0,1,0,0,1,0,19.75
4157,0,11,45.2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,492.0
4158,0,39,25.2,1,1,1,0,0,0,0,0,1,0,0,0,1,0,987.95
4159,1,59,89.75,0,0,1,1,1,0,0,0,0,1,0,1,0,0,5496.9
4160,0,26,75.0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1908.35
4161,1,2,49.95,1,0,1,1,1,0,0,0,0,0,0,0,1,0,107.1
